timestamp,hpa-current,hpa-target,hpa-desired,replicas-ready,pod,cpu-millicores,memory-bytes
2026-09-02T23:25:02.2442106+08:00,1,3,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:25:08.1358069+08:00,1,3,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:25:14.0015434+08:00,1,8,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:25:19.8605898+08:00,1,8,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:25:25.6965804+08:00,1,8,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:25:31.6074116+08:00,1,7,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:25:37.4604550+08:00,1,7,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:25:43.2954556+08:00,1,12,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:25:49.1655289+08:00,1,12,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:25:55.2060135+08:00,1,12,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:26:01.1731325+08:00,1,15,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:26:07.0172666+08:00,1,15,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:26:12.9018389+08:00,1,15,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:26:18.6541989+08:00,1,15,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:26:24.5679890+08:00,1,15,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:26:30.5012452+08:00,1,4,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:26:36.4268078+08:00,1,4,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:26:42.3367602+08:00,1,5,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:26:48.2446784+08:00,1,5,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:26:54.2494580+08:00,1,5,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:00.1882706+08:00,1,5,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:06.0674489+08:00,1,5,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:12.0638288+08:00,1,5,1,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:12.0638288+08:00,1,5,1,1,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:27:12.0638288+08:00,1,5,1,1,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:27:18.5301123+08:00,1,178,3,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:18.5301123+08:00,1,178,3,1,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:27:18.5301123+08:00,1,178,3,1,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:27:25.0752515+08:00,1,178,3,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:25.0752515+08:00,1,178,3,1,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:27:25.0752515+08:00,1,178,3,1,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:27:31.8599560+08:00,3,178,3,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:31.8599560+08:00,3,178,3,1,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:27:31.8599560+08:00,3,178,3,1,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:27:38.5495453+08:00,3,178,3,1,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:38.5495453+08:00,3,178,3,1,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:27:38.5495453+08:00,3,178,3,1,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:27:45.3126692+08:00,3,159,3,3,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:45.3126692+08:00,3,159,3,3,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:27:45.3126692+08:00,3,159,3,3,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:27:52.4323992+08:00,3,159,3,3,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:52.4323992+08:00,3,159,3,3,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:27:52.4323992+08:00,3,159,3,3,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:27:59.1096129+08:00,3,381,5,3,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:27:59.1096129+08:00,3,381,5,3,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:27:59.1096129+08:00,3,381,5,3,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:27:59.1096129+08:00,3,381,5,3,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:27:59.1096129+08:00,3,381,5,3,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:28:06.8092903+08:00,3,381,5,3,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:28:06.8092903+08:00,3,381,5,3,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:28:06.8092903+08:00,3,381,5,3,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:28:06.8092903+08:00,3,381,5,3,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:28:06.8092903+08:00,3,381,5,3,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:28:14.4370931+08:00,5,276,5,3,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:28:14.4370931+08:00,5,276,5,3,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:28:14.4370931+08:00,5,276,5,3,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:28:14.4370931+08:00,5,276,5,3,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:28:14.4370931+08:00,5,276,5,3,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:28:22.0658347+08:00,5,276,5,3,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:28:22.0658347+08:00,5,276,5,3,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:28:22.0658347+08:00,5,276,5,3,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:28:22.0658347+08:00,5,276,5,3,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:28:22.0658347+08:00,5,276,5,3,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:28:29.4932622+08:00,5,286,5,3,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:28:29.4932622+08:00,5,286,5,3,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:28:29.4932622+08:00,5,286,5,3,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:28:29.4932622+08:00,5,286,5,3,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:28:29.4932622+08:00,5,286,5,3,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:28:36.8413063+08:00,5,286,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:28:36.8413063+08:00,5,286,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:28:36.8413063+08:00,5,286,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:28:36.8413063+08:00,5,286,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:28:36.8413063+08:00,5,286,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:28:44.1206753+08:00,5,171,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:28:44.1206753+08:00,5,171,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:28:44.1206753+08:00,5,171,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:28:44.1206753+08:00,5,171,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:28:44.1206753+08:00,5,171,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:28:51.3860055+08:00,5,171,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:28:51.3860055+08:00,5,171,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:28:51.3860055+08:00,5,171,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:28:51.3860055+08:00,5,171,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:28:51.3860055+08:00,5,171,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:28:58.6411280+08:00,5,176,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:28:58.6411280+08:00,5,176,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:28:58.6411280+08:00,5,176,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:28:58.6411280+08:00,5,176,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:28:58.6411280+08:00,5,176,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:29:06.1096457+08:00,5,176,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:29:06.1096457+08:00,5,176,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:29:06.1096457+08:00,5,176,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:29:06.1096457+08:00,5,176,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:29:06.1096457+08:00,5,176,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:29:13.3302810+08:00,5,144,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:29:13.3302810+08:00,5,144,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:29:13.3302810+08:00,5,144,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:29:13.3302810+08:00,5,144,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:29:13.3302810+08:00,5,144,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:29:20.6515628+08:00,5,144,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:29:20.6515628+08:00,5,144,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:29:20.6515628+08:00,5,144,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:29:20.6515628+08:00,5,144,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:29:20.6515628+08:00,5,144,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:29:27.8933225+08:00,5,175,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:29:27.8933225+08:00,5,175,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:29:27.8933225+08:00,5,175,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:29:27.8933225+08:00,5,175,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:29:27.8933225+08:00,5,175,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:29:35.2239473+08:00,5,175,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:29:35.2239473+08:00,5,175,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:29:35.2239473+08:00,5,175,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:29:35.2239473+08:00,5,175,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:29:35.2239473+08:00,5,175,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:29:42.5009092+08:00,5,175,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:29:42.5009092+08:00,5,175,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:29:42.5009092+08:00,5,175,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:29:42.5009092+08:00,5,175,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:29:42.5009092+08:00,5,175,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:29:49.8658665+08:00,5,164,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:29:49.8658665+08:00,5,164,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:29:49.8658665+08:00,5,164,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:29:49.8658665+08:00,5,164,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:29:49.8658665+08:00,5,164,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:29:57.3507452+08:00,5,164,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:29:57.3507452+08:00,5,164,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:29:57.3507452+08:00,5,164,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:29:57.3507452+08:00,5,164,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:29:57.3507452+08:00,5,164,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:30:04.9759154+08:00,5,136,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:30:04.9759154+08:00,5,136,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:30:04.9759154+08:00,5,136,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:30:04.9759154+08:00,5,136,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:30:04.9759154+08:00,5,136,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:30:12.3355819+08:00,5,136,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:30:12.3355819+08:00,5,136,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:30:12.3355819+08:00,5,136,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:30:12.3355819+08:00,5,136,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:30:12.3355819+08:00,5,136,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:30:19.6979165+08:00,5,104,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:30:19.6979165+08:00,5,104,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:30:19.6979165+08:00,5,104,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:30:19.6979165+08:00,5,104,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:30:19.6979165+08:00,5,104,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:30:26.9826581+08:00,5,104,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:30:26.9826581+08:00,5,104,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:30:26.9826581+08:00,5,104,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:30:26.9826581+08:00,5,104,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:30:26.9826581+08:00,5,104,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:30:34.2664731+08:00,5,109,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:30:34.2664731+08:00,5,109,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:30:34.2664731+08:00,5,109,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:30:34.2664731+08:00,5,109,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:30:34.2664731+08:00,5,109,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:30:41.5874190+08:00,5,109,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:30:41.5874190+08:00,5,109,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:30:41.5874190+08:00,5,109,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:30:41.5874190+08:00,5,109,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:30:41.5874190+08:00,5,109,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:30:48.8689656+08:00,5,109,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:30:48.8689656+08:00,5,109,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:30:48.8689656+08:00,5,109,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:30:48.8689656+08:00,5,109,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:30:48.8689656+08:00,5,109,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:30:56.1734918+08:00,5,109,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:30:56.1734918+08:00,5,109,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:30:56.1734918+08:00,5,109,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:30:56.1734918+08:00,5,109,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:30:56.1734918+08:00,5,109,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:31:03.4625699+08:00,5,125,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:31:03.4625699+08:00,5,125,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:31:03.4625699+08:00,5,125,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:31:03.4625699+08:00,5,125,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:31:03.4625699+08:00,5,125,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:31:10.9533629+08:00,5,125,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:31:10.9533629+08:00,5,125,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:31:10.9533629+08:00,5,125,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:31:10.9533629+08:00,5,125,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:31:10.9533629+08:00,5,125,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:31:18.2891044+08:00,5,111,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:31:18.2891044+08:00,5,111,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:31:18.2891044+08:00,5,111,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:31:18.2891044+08:00,5,111,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:31:18.2891044+08:00,5,111,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:31:25.5664525+08:00,5,111,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:31:25.5664525+08:00,5,111,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:31:25.5664525+08:00,5,111,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:31:25.5664525+08:00,5,111,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:31:25.5664525+08:00,5,111,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:31:32.8592825+08:00,5,108,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:31:32.8592825+08:00,5,108,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:31:32.8592825+08:00,5,108,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:31:32.8592825+08:00,5,108,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:31:32.8592825+08:00,5,108,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:31:40.1193061+08:00,5,108,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:31:40.1193061+08:00,5,108,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:31:40.1193061+08:00,5,108,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:31:40.1193061+08:00,5,108,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:31:40.1193061+08:00,5,108,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:31:47.5081416+08:00,5,105,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:31:47.5081416+08:00,5,105,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:31:47.5081416+08:00,5,105,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:31:47.5081416+08:00,5,105,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:31:47.5081416+08:00,5,105,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:31:54.9148390+08:00,5,105,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:31:54.9148390+08:00,5,105,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:31:54.9148390+08:00,5,105,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:31:54.9148390+08:00,5,105,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:31:54.9148390+08:00,5,105,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:32:02.1856859+08:00,5,96,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:32:02.1856859+08:00,5,96,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:32:02.1856859+08:00,5,96,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:32:02.1856859+08:00,5,96,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:32:02.1856859+08:00,5,96,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:32:09.5220412+08:00,5,96,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:32:09.5220412+08:00,5,96,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:32:09.5220412+08:00,5,96,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:32:09.5220412+08:00,5,96,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:32:09.5220412+08:00,5,96,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:32:16.9029443+08:00,5,92,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:32:16.9029443+08:00,5,92,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:32:16.9029443+08:00,5,92,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:32:16.9029443+08:00,5,92,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:32:16.9029443+08:00,5,92,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:32:24.2033201+08:00,5,92,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:32:24.2033201+08:00,5,92,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:32:24.2033201+08:00,5,92,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:32:24.2033201+08:00,5,92,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:32:24.2033201+08:00,5,92,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:32:31.5523766+08:00,5,92,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:32:31.5523766+08:00,5,92,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:32:31.5523766+08:00,5,92,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:32:31.5523766+08:00,5,92,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:32:31.5523766+08:00,5,92,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:32:38.9166729+08:00,5,92,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:32:38.9166729+08:00,5,92,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:32:38.9166729+08:00,5,92,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:32:38.9166729+08:00,5,92,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:32:38.9166729+08:00,5,92,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:32:46.1987355+08:00,5,94,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:32:46.1987355+08:00,5,94,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:32:46.1987355+08:00,5,94,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:32:46.1987355+08:00,5,94,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:32:46.1987355+08:00,5,94,5,5,marketplace-service-84786c7f9-vfwvt,,
2026-09-02T23:32:53.7105494+08:00,5,94,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-02T23:32:53.7105494+08:00,5,94,5,5,marketplace-service-84786c7f9-847p9,,
2026-09-02T23:32:53.7105494+08:00,5,94,5,5,marketplace-service-84786c7f9-cfgxc,,
2026-09-02T23:32:53.7105494+08:00,5,94,5,5,marketplace-service-84786c7f9-g8zdk,,
2026-09-02T23:32:53.7105494+08:00,5,94,5,5,marketplace-service-84786c7f9-vfwvt,,
